premise,hypothesis,label
An Asian man is dressed as an explorer is posing with a woman dressed up as a movie starlet.,Two people dressed in costumes are posing.,entailment
An Asian man is dressed as an explorer is posing with a woman dressed up as a movie starlet.,Two young people dressed in costumes are posing.,neutral
An Asian man is dressed as an explorer is posing with a woman dressed up as a movie starlet.,A guy dressed like dracula is posing with a woman dressed like frankenstein.,contradiction
A man tells a story as he sits among friends and a couple pints of beer.,A guy is telling something to people.,entailment
A man tells a story as he sits among friends and a couple pints of beer.,The guy is talking about this and that with his friends.,entailment
A man tells a story as he sits among friends and a couple pints of beer.,The guy is dying.,neutral
A group of elderly peddlers selling blow up balloons and toys along the side of a street.,People are trying to sell their merchandise.,entailment
A group of elderly peddlers selling blow up balloons and toys along the side of a street.,Children are wanting to play with the balloons and toys.,neutral
A group of elderly peddlers selling blow up balloons and toys along the side of a street.,The elderly peddlers have already sold everything.,neutral
Four men with binoculars look into the distance against a blue sky with wisps of white clouds.,The group of men with binoculars looked into the sky.,entailment
Four men with binoculars look into the distance against a blue sky with wisps of white clouds.,The group was looking at an airplane in the sky.,neutral
Four men with binoculars look into the distance against a blue sky with wisps of white clouds.,The group of men were looking at the moon at night.,contradiction
"A young boy and girl wearing coats, hats, and boots are at the beach looking at something that they found.",A young boy and girl are on the beach,entailment
"A young boy and girl wearing coats, hats, and boots are at the beach looking at something that they found.",A young boy and girl just found gold by digging in the sand,neutral
"A young boy and girl wearing coats, hats, and boots are at the beach looking at something that they found.",A young boy and girl are on top of a building,contradiction
The little girl with the tiara is putting on eyeshadow in front of a mirror.,A little girls puts on mascara.,neutral
The little girl with the tiara is putting on eyeshadow in front of a mirror.,A little girl puts on makeup for a pageant.,neutral
The little girl with the tiara is putting on eyeshadow in front of a mirror.,A girl brushes her teeth.,neutral
"A woman in white, wearing a tiara, the beach in the background.",A woman is at the beach.,entailment
"A woman in white, wearing a tiara, the beach in the background.",A woman is at the beach for wedding photos..,neutral
"A woman in white, wearing a tiara, the beach in the background.",A woman is at the mall.,contradiction
Someone grinding stones with a pestle.,A person is grinding pieces of rock together in a bowl.,entailment
Someone grinding stones with a pestle.,A person is making a new recipe in a bowl,neutral
Someone grinding stones with a pestle.,A person is making lunch with a pestle.,contradiction
The girl in plaid is helping the little girl feed an apple to a horse.,The girl is helping someone.,entailment
The girl in plaid is helping the little girl feed an apple to a horse.,The girl helping the little girl is her sister.,neutral
The girl in plaid is helping the little girl feed an apple to a horse.,The girl is feeding an orange to a panda.,contradiction
A group of teenage boys hang out in a loft.,A group of boys are in a loft.,entailment
A group of teenage boys hang out in a loft.,A group of siblings are in the loft.,neutral
A group of teenage boys hang out in a loft.,Girls are in the loft.,neutral
Two dogs of the same breed are running through snow that has buried grass.,Two dogs who look alike are playing outside.,entailment
Two dogs of the same breed are running through snow that has buried grass.,The animals are on a pond.,contradiction
A female skier in a green with pink flowers hat skiing.,The skiing woman is wearing a hat with pink flowers.,entailment
A female skier in a green with pink flowers hat skiing.,The woman with the green hat is skiing to the bottom of the slope.,entailment
A female skier in a green with pink flowers hat skiing.,The female skier is baking a pie.,contradiction
The nuptials are celebrated with rose petals.,The nuptials are celebrated with petals.,entailment
The nuptials are celebrated with rose petals.,The nuptials are celebrated with red petals.,neutral
The nuptials are celebrated with rose petals.,The nuptials are celebrated with only goat sacrifices.,contradiction
A giant billboard of a man's abs,A giant billboard of a person's abs,entailment
A giant billboard of a man's abs,A giant billboard of a black man's abs,neutral
A giant billboard of a man's abs,A giant billboard of a woman's abs,contradiction
Two teenage girls hold a card referring to periods as they smile.,Two girls are holding a card while smiling.,entailment
Two teenage girls hold a card referring to periods as they smile.,Two teenagers are standing together.,entailment
Two teenage girls hold a card referring to periods as they smile.,Two adults are riding a horse.,contradiction
"A man in a crowd holds a sign that says ""Those who blame Israel are hypocrites.""",A man is in public.,entailment
"A man in a crowd holds a sign that says ""Those who blame Israel are hypocrites.""",A man is at a protest.,neutral
"A man in a crowd holds a sign that says ""Those who blame Israel are hypocrites.""",A man is singing karaoke in a quiet bar.,contradiction
A female patent at a hospital sticking out her tongue.,A woman is in the hospital,entailment
A female patent at a hospital sticking out her tongue.,a woman is sick,neutral
A female patent at a hospital sticking out her tongue.,the woman is at home.,contradiction
A wrestling match just ended and the loser is upset.,A wrestling match just ended.,entailment
A wrestling match just ended and the loser is upset.,A guy cheated to win a wrestling match and the loser is mad.,neutral
A wrestling match just ended and the loser is upset.,A wrestling match is just starting.,contradiction
Boaters follow each other single file over the damn.,The boaters follow each other.,entailment
Boaters follow each other single file over the damn.,The boaters are all good friends.,neutral
Boaters follow each other single file over the damn.,Traffic comes to a stop in rush hour.,contradiction
Several uniformed people carrying firearms and wearing white gloves are lined up in ranks and standing at attention.,Several people are wearing white gloves.,entailment
Several uniformed people carrying firearms and wearing white gloves are lined up in ranks and standing at attention.,Several people are wearing light white gloves.,entailment
Several uniformed people carrying firearms and wearing white gloves are lined up in ranks and standing at attention.,Several people are wearing dark gloves.,contradiction
A man loading gear onto a horse's back.,A man is loading gear.,entailment
A man loading gear onto a horse's back.,A man is putting working tools on the horse.,neutral
A man loading gear onto a horse's back.,A man is getting ready to head off in his truck.,contradiction
People play with pyrotechnics.,People play with fireworks.,entailment
People play with pyrotechnics.,People play with fire.,neutral
People play with pyrotechnics.,Children play with a spark plug.,neutral
A logger cutting down a large tree trunk in barren woods.,The man cuts logs for a living.,neutral
A logger cutting down a large tree trunk in barren woods.,The trees are all dead.,neutral
A logger cutting down a large tree trunk in barren woods.,The trees are all luscious and green.,contradiction
A woman in wearing a white hat holding a scythe and a cutting of wheat.,A person in wearing a white hat holding a scythe and a cutting of wheat.,entailment
A woman in wearing a white hat holding a scythe and a cutting of wheat.,A sad woman in wearing a white hat holding a scythe and a cutting of wheat.,neutral
A woman in wearing a white hat holding a scythe and a cutting of wheat.,A man in wearing a white hat holding a scythe and a cutting of wheat.,contradiction
A younger man in a gray shirt pointing to a blackboard that has drawings on it.,The man is wearing grey.,entailment
A younger man in a gray shirt pointing to a blackboard that has drawings on it.,The man is a coach.,neutral
A younger man in a gray shirt pointing to a blackboard that has drawings on it.,The man is wearing purple.,neutral
"Four women, two with id badges.",Two women have badges.,entailment
"Four women, two with id badges.","Four women, two of whom have jobs that require id badges.",entailment
"Four women, two with id badges.","Four women, two with police badges.",neutral
two women and two men are posing for a self held camera photograph.,People taking selfies.,entailment
two women and two men are posing for a self held camera photograph.,Two couples on a double date mark the occasion by taking selfies.,neutral
two women and two men are posing for a self held camera photograph.,People taking pictures of random people passing by on the street.,neutral
A little girl wearing a pink and white striped bib is eating oatmeal at a restaurant table.,A little girl wearing a pink and white striped bib is eating oatmeal at a restaurant table.,entailment
A little girl wearing a pink and white striped bib is eating oatmeal at a restaurant table.,A little Asian girl wearing a pink and white striped bib is eating oatmeal at a restaurant table.,neutral
A little girl wearing a pink and white striped bib is eating oatmeal at a restaurant table.,A little boy wearing a pink and white striped bib is eating oatmeal at a restaurant table.,neutral
Nine black and brown pugs in harnesses playing on a grassy lawn.,The dogs are outdoors.,entailment
Nine black and brown pugs in harnesses playing on a grassy lawn.,The puppies are chasing their parents.,neutral
Nine black and brown pugs in harnesses playing on a grassy lawn.,The dogs are in the street.,contradiction
A person ski jumps off an A frame shack.,The skier the roof as a ski jump.,neutral
A person ski jumps off an A frame shack.,The crazy man will ski anywhere and jump off of anything.,neutral
A person ski jumps off an A frame shack.,The queen welcomes the Prime Minister to the Palace.,contradiction
A man enjoys a distant rainbow sinking over the ocean.,A person looks at a rainbow,entailment
A man enjoys a distant rainbow sinking over the ocean.,A man stands on the beach watching a beautiful rainbow form over the sea,entailment
A man enjoys a distant rainbow sinking over the ocean.,A man watches the rain from the beach,neutral
"A lone performer or lecturer takes the stage in an urban setting, for a crowd of about 30 spectators.",Someone is performing on stage.,entailment
"A lone performer or lecturer takes the stage in an urban setting, for a crowd of about 30 spectators.",A large crowd has gathered just to hear this speaker.,contradiction
"A lone performer or lecturer takes the stage in an urban setting, for a crowd of about 30 spectators.",A band is performing on stage.,contradiction
The woman in the tan suit is speaking at the pedestal.,A woman wears a tan suit.,entailment
The woman in the tan suit is speaking at the pedestal.,The suit is tight.,neutral
The woman in the tan suit is speaking at the pedestal.,She is unable to speak.,contradiction
An elderly lady in a brown hooded coat takes a newspaper from a friendly old man with a stack of papers he is distributing in a large foyer.,The old lady takes the paper from the older man.,entailment
An elderly lady in a brown hooded coat takes a newspaper from a friendly old man with a stack of papers he is distributing in a large foyer.,The old lady tips the paper boy.,contradiction
An elderly lady in a brown hooded coat takes a newspaper from a friendly old man with a stack of papers he is distributing in a large foyer.,The old lady takes the purse  from the young women.,neutral
An eagle sits in a bare tree that is just starting to bud.,The eagle is outdoors.,neutral
An eagle sits in a bare tree that is just starting to bud.,The tree has few leaves on it.,neutral
An eagle sits in a bare tree that is just starting to bud.,The tree is dead.,contradiction
An abundance of food is neatly laid out in front of a gentleman with only lanterns for light.,A human near food,entailment
An abundance of food is neatly laid out in front of a gentleman with only lanterns for light.,A tall human near food,neutral
An abundance of food is neatly laid out in front of a gentleman with only lanterns for light.,Nobody is near food,contradiction
Two young girls wrapped in holiday garland pose for the camera.,Two girls are wrapped in garland,entailment
Two young girls wrapped in holiday garland pose for the camera.,Two girls are posing in selfies,neutral
Two young girls wrapped in holiday garland pose for the camera.,Two girls are sleeping.,contradiction
Tourists board a Vietnamese skiff for a river tour.,tourists board a tour,entailment
Tourists board a Vietnamese skiff for a river tour.,the tourists are happy,neutral
Tourists board a Vietnamese skiff for a river tour.,the tourists are at home,contradiction
A drummer is sitting behind a drum kit near to someone playing a guitar.,Two people are near their instruments.,entailment
A drummer is sitting behind a drum kit near to someone playing a guitar.,A band is practicing for their next gig.,neutral
A drummer is sitting behind a drum kit near to someone playing a guitar.,An acapella group is performing.,contradiction
A market where people can try a diversity of foods from all around the world.,A market has a bunch of foods.,entailment
A market where people can try a diversity of foods from all around the world.,A market has a bunch of foods and frozen stuff.,entailment
A market where people can try a diversity of foods from all around the world.,A market that carries electronics.,neutral
A group of silk clad performers dance in the street as a sparse crowd watches.,PEOPLE WEARING SILK ARE DANCING IN THE STREET.,entailment
A group of silk clad performers dance in the street as a sparse crowd watches.,A FEW PEOPLE ARE LOOKING AT RYTHMIC MOVEMENT.,entailment
A group of silk clad performers dance in the street as a sparse crowd watches.,A ONE MAN BAND IS PERFORMING FOR A CROWD.,contradiction
"Two men climb stairs, one of which is wearing a shirt that says ""nerd"" on it.",Two men on the stairs.,entailment
"Two men climb stairs, one of which is wearing a shirt that says ""nerd"" on it.",Two men head for their apartment to play video games.,neutral
"Two men climb stairs, one of which is wearing a shirt that says ""nerd"" on it.",A group of men plays volleyball on the beach.,contradiction
A man is describing stuff using chalk on a chalkboard.,The man is talking.,entailment
A man is describing stuff using chalk on a chalkboard.,The man is a teacher.,neutral
A man is describing stuff using chalk on a chalkboard.,The man is stuck in his car.,contradiction
A small white and tan dog licking up peanut butter.,A dog is eating peanut butter.,entailment
A small white and tan dog licking up peanut butter.,Someone put peanut butter on the dog's nose because that's always good for a laugh.,neutral
A small white and tan dog licking up peanut butter.,A small dog is on top of the dinner table tearing into a steak.,contradiction
"There may be a avalanche, lets grab some cocoa.",An avalanche may happen soon.,entailment
"There may be a avalanche, lets grab some cocoa.",An avalanche may destroy a house.,neutral
"There may be a avalanche, lets grab some cocoa.",An avalanche may solve global warming.,contradiction
A man stands with his parrot while passersby look on amused.,a man stands with a bird,entailment
A man stands with his parrot while passersby look on amused.,An old seacaptain tells tales of being a sea with his parrot on his shoulder to passers-by,neutral
A man stands with his parrot while passersby look on amused.,A man sits in a tavern with a flamingo in his lap,contradiction
The white dog is drinking mountain dew in the snow.,A dog is drinking outside.,entailment
The white dog is drinking mountain dew in the snow.,The homeless dog is drinking in the snow.,neutral
The white dog is drinking mountain dew in the snow.,The black dog is drinking mountain dew in the summer.,contradiction
A mean looking dog is in the snow and showing his teeth.,A aggressive dog is outdoors.,entailment
A mean looking dog is in the snow and showing his teeth.,The mean looking dog in the snow is growling.,entailment
A mean looking dog is in the snow and showing his teeth.,A friendly dog is rolling around in the snow.,neutral
Three men in hats inspect a small outdoor recreation of a steam locomotive.,People with accessories on there head are inspecting something.,entailment
Three men in hats inspect a small outdoor recreation of a steam locomotive.,Three judges inspect a train model.,neutral
Three men in hats inspect a small outdoor recreation of a steam locomotive.,Three women in hats inspect a steam locomotive.,contradiction
A woman is looking at a boy scout handbook.,A lady is reading a book.,entailment
A woman is looking at a boy scout handbook.,A woman is trying to find information on how to start a campfire.,neutral
A woman is looking at a boy scout handbook.,A woman is making a cup of tea.,neutral
Woman smiling outside of tent surrounded by fake flamingos in the snow during winter.,A woman in the snow.,entailment
Woman smiling outside of tent surrounded by fake flamingos in the snow during winter.,A woman has a Lets Pretend it's Summer party.,neutral
Woman smiling outside of tent surrounded by fake flamingos in the snow during winter.,A man prepares lunch.,neutral
Two baseball players are exchanging a handshake.,Two base ball players are shaking hands.,entailment
Two baseball players are exchanging a handshake.,two base ball players are congratulating each other.,neutral
Two baseball players are exchanging a handshake.,two men clap hands.,neutral
Lady with short brown hair and a red and white striped shirt with a name tag taking a sip from a cup.,The woman has a name tag.,entailment
Lady with short brown hair and a red and white striped shirt with a name tag taking a sip from a cup.,she is on lunch break.,neutral
Lady with short brown hair and a red and white striped shirt with a name tag taking a sip from a cup.,The woman has on a black shirt.,neutral
Causal orchestra members play in a church sanctuary as the stain glass window and elegant columns stand boldly behind them.,There is music in the church.,entailment
Causal orchestra members play in a church sanctuary as the stain glass window and elegant columns stand boldly behind them.,There is a wedding taking place in the church.,neutral
Causal orchestra members play in a church sanctuary as the stain glass window and elegant columns stand boldly behind them.,The church is quiet.,contradiction
A cute child is sitting on the rocks in a yellow frock.,A person is sitting.,entailment
A cute child is sitting on the rocks in a yellow frock.,A cute child is sitting on the rocks in a yellow frock and blue shoes.,neutral
A cute child is sitting on the rocks in a yellow frock.,A cute child is playing with her dolls in her room.,neutral
"An Asian woman working for UPS packaging, her job.",A woman working at UPS.,entailment
"An Asian woman working for UPS packaging, her job.",A woman is delivering packages for her job a UPS.,neutral
"An Asian woman working for UPS packaging, her job.",A man is hand delivering a package because he doesn't trust UPS.,contradiction
Two men are giving shoeshines in an outdoor setting.,Two people shoeshining.,entailment
Two men are giving shoeshines in an outdoor setting.,Two professional shoeshiners working.,neutral
Two men are giving shoeshines in an outdoor setting.,Two people relaxing after work.,neutral
A football player dressed in green and white advances the ball while watched by a defender in blue.,The football player passed the defender.,neutral
A football player dressed in green and white advances the ball while watched by a defender in blue.,The football player juked the defender.,neutral
A football player dressed in green and white advances the ball while watched by a defender in blue.,The football player got tackled.,neutral
People watching air jets in a big event.,People are outside.,entailment
People watching air jets in a big event.,People are watching the event from bleachers.,neutral
People watching air jets in a big event.,People are driving their cars through traffic.,contradiction
A person being dressed in clothing with feathers and sequins.,Someone is wearing a costume.,entailment
A person being dressed in clothing with feathers and sequins.,A perso is in a parade.,contradiction
A person being dressed in clothing with feathers and sequins.,A person is not wearing clothing.,contradiction
People play beer pong.,A group playing a college game.,entailment
People play beer pong.,A group of college students studying for a test.,contradiction
Artists working on a mosaic on the ground.,artists working on a mosaic,entailment
Artists working on a mosaic on the ground.,men and women working on a mosaic,neutral
Artists working on a mosaic on the ground.,dogs working on a mosaic,contradiction
A group of people watches a boy on a skateboard launch off a ramp.,People are watching a boy skateboard.,entailment
A group of people watches a boy on a skateboard launch off a ramp.,The boy will be performing a trick.,neutral
A group of people watches a boy on a skateboard launch off a ramp.,The boy is rollerblading.,contradiction
Two girls are at the table by the candlelight.,People at a table.,entailment
Two girls are at the table by the candlelight.,Two young girl waiting for their dates.,neutral
Two girls are at the table by the candlelight.,Two boy throwing food.,neutral
The people in the red parasail are gliding over the water.,the people are parasailing,entailment
The people in the red parasail are gliding over the water.,the people are in a race,neutral
The people in the red parasail are gliding over the water.,the people are flying a plane,contradiction
"Six kids, 4 in red and white uniforms, 2 in green and yellow, playing lacrosse.",Kids playing lacrosse.,entailment
"Six kids, 4 in red and white uniforms, 2 in green and yellow, playing lacrosse.",A high school team plays a middle school team in lacrosse.,neutral
"Six kids, 4 in red and white uniforms, 2 in green and yellow, playing lacrosse.",Kids play polo.,contradiction
The woman in the brown shirt is watching the other woman dry her hair.,A woman is drying her hair.,entailment
The woman in the brown shirt is watching the other woman dry her hair.,Two women are finishing their showers.,neutral
The woman in the brown shirt is watching the other woman dry her hair.,Some men are cooking dinner.,neutral
A woman plays the harpsichord while a man plays the recorder.,A woman and man are playing musical instruments.,entailment
A woman plays the harpsichord while a man plays the recorder.,Bill and Jane are rehearsing for the recital.,neutral
A woman plays the harpsichord while a man plays the recorder.,The band played during half time.,neutral
A man in a turban looks at two police officers who are near a tent and a pile of refuse.,A man is looking at two policemen.,entailment
A man in a turban looks at two police officers who are near a tent and a pile of refuse.,Two policemen are guarding a tent.,neutral
A man in a turban looks at two police officers who are near a tent and a pile of refuse.,A man is sleeping in a tent.,contradiction
A Jewish family joins for dinner on a sunday to worship.,Some people have met for dinner.,entailment
A Jewish family joins for dinner on a sunday to worship.,Some people have met for dinner at home.,neutral
A Jewish family joins for dinner on a sunday to worship.,A family is not eating anything and it is saturday.,contradiction
A middle-aged man sits in an industrial workspace reading a newspaper.,A man is reading a newspaper.,entailment
A middle-aged man sits in an industrial workspace reading a newspaper.,A man is in a chair.,entailment
A middle-aged man sits in an industrial workspace reading a newspaper.,A man is in a laboratory.,neutral
Two men share their love of motorcycles.,There are two men sharing a common interest.,entailment
Two men share their love of motorcycles.,Two bikers chat about their sweet rides.,entailment
Two men share their love of motorcycles.,Two men are looking in opposite directions because they have nothing in common.,contradiction
An empty chairlift and a chairlift occupied by two people are moving.,Chairlifts occupied by two people are moving.,entailment
An empty chairlift and a chairlift occupied by two people are moving.,An empty chairlift and a chairlift occupied by two men are moving.,neutral
An empty chairlift and a chairlift occupied by two people are moving.,An empty chairlift and a chairlift occupied by two dogs are moving.,contradiction
A young kid breaking a rock with hammer,A kid breaking a rock.,entailment
A young kid breaking a rock with hammer,A young kid breaking doing chores,contradiction
A young kid breaking a rock with hammer,"A young kid relaxing at home, not doing anything.",contradiction
"A protester in a cowboy gear holds up a sign that says, ""Dont tax me bro!""",The protestor is dressed like a cowboy.,entailment
"A protester in a cowboy gear holds up a sign that says, ""Dont tax me bro!""",The protestor is female.,neutral
"A protester in a cowboy gear holds up a sign that says, ""Dont tax me bro!""",The protestor is dressed as a police officer.,contradiction
"A group of young people sit together on the stairs, some talking and some listening.",The people are younger than age sixty.,entailment
"A group of young people sit together on the stairs, some talking and some listening.",The people are wearing blue jeans and baseball hats.,neutral
"A group of young people sit together on the stairs, some talking and some listening.",All of the people are old.,contradiction
A furry black and white dog jumps over a bar during an agility test.,During an agility test a furry dog jumps a bar.,entailment
A furry black and white dog jumps over a bar during an agility test.,A small fat overweight dog jumps a bar during an agility test.,neutral
A furry black and white dog jumps over a bar during an agility test.,A furry black and white dog jumps over the local gar and grill during a test.,contradiction
An woman wearing headphones is sitting on a subway wearing a blue face mask while three men also wearing the masks to prevent germs look back in her direction.,"Four people sit on a subway wearing germ masks, one of whome is wearing headphone.",entailment
An woman wearing headphones is sitting on a subway wearing a blue face mask while three men also wearing the masks to prevent germs look back in her direction.,Commuters in Japan sit on a subway wearing germ protection masks.,neutral
An woman wearing headphones is sitting on a subway wearing a blue face mask while three men also wearing the masks to prevent germs look back in her direction.,Four people sit on a bus wearing ski masks.,neutral
A runner slides into second base while the shortstop waits for the ball,A runner slides into a base while the shortstop waits for the ball,entailment
A runner slides into second base while the shortstop waits for the ball,A fast runner slides into second base while the shortstop waits for the ball,neutral
A runner slides into second base while the shortstop waits for the ball,A runner slides into first base while the shortstop waits for the ball,neutral
"Three people are in an alley with a dumpster, one skateboarding over the dumpster while the other two look on.",A person is riding a skateboard.,entailment
"Three people are in an alley with a dumpster, one skateboarding over the dumpster while the other two look on.",The dumpster is overflowing with garbage.,neutral
"Three people are in an alley with a dumpster, one skateboarding over the dumpster while the other two look on.",Nobody is skateboarding.,neutral
Little league slides into plate where rival player crouches in anticipation.,The people are playing baseball.,entailment
Little league slides into plate where rival player crouches in anticipation.,The game is in the ninth inning.,neutral
Little league slides into plate where rival player crouches in anticipation.,The men are playing soccer.,contradiction
The little girl wearing pink is having fun bungee jumping.,A girl is bungee jumping.,entailment
The little girl wearing pink is having fun bungee jumping.,A girl is bungee jumping in Hawaii.,neutral
The little girl wearing pink is having fun bungee jumping.,A man is skydiving.,contradiction
two children in a field of red poppies,Some kids are outside.,entailment
two children in a field of red poppies,Two brothers are in a garden.,neutral
two children in a field of red poppies,Two kids are playing games.,neutral
A clown in colorful attire applies cosmetics.,The clown is wearing many colors.,entailment
A clown in colorful attire applies cosmetics.,The clown is using a makeup brush.,neutral
A clown in colorful attire applies cosmetics.,The clown is performing for the crowd.,neutral
A rugby player attempts to break free of an opposing player with both teams closing in.,One player is holding on to the other.,entailment
A rugby player attempts to break free of an opposing player with both teams closing in.,He gets free.,neutral
A rugby player attempts to break free of an opposing player with both teams closing in.,The players are wearing tutus.,neutral
A man is using a grinder on a locker's lock,A man uses a grinder.,entailment
A man is using a grinder on a locker's lock,A man uses a grinder to get a locker's lock off.,entailment
A man is using a grinder on a locker's lock,A man uses a grinder to hurt people inside a locker.,contradiction
a man wearing ear defenders is shooting a pistol at a white target.,a man shooting a gun at a target,entailment
a man wearing ear defenders is shooting a pistol at a white target.,a man shooting a gun at a target for the first time in his life,neutral
a man wearing ear defenders is shooting a pistol at a white target.,a boy playing with nerf guns,contradiction
A woman is presenting various documents using multimedia equipment.,A woman is using technology.,entailment
A woman is presenting various documents using multimedia equipment.,A woman has worked hard on the documents she has prepared.,neutral
A woman is presenting various documents using multimedia equipment.,A woman is waiting in line for a cup of coffee.,contradiction
A softball player in sunglasses tries to avoid a mishap with another player.,A softball players tries to avoid another player.,neutral
A softball player in sunglasses tries to avoid a mishap with another player.,A male softball players tries to avoid another player.,neutral
A softball player in sunglasses tries to avoid a mishap with another player.,A football player tackles another player.,neutral
A helicopter is flying behind a plane that is performing aerobatics.,Two vehicles flying.,entailment
A helicopter is flying behind a plane that is performing aerobatics.,A helicopter is standing by in case the plane's pilot messes up.,neutral
A helicopter is flying behind a plane that is performing aerobatics.,A ship sinks in the ocean.,contradiction
A man sits behind two cardboard canvasses.,The man is sitting.,entailment
A man sits behind two cardboard canvasses.,The man is painting.,neutral
A man sits behind two cardboard canvasses.,The man is standing.,neutral
"A red biplane in the sky, with a trail of smoke.",The biplane is making a trail of smoke in the sky.,entailment
"A red biplane in the sky, with a trail of smoke.",The biplane could be having engine failure.,neutral
"A red biplane in the sky, with a trail of smoke.",The biplane is on the ground about to take off.,contradiction
"Three ballerinas perform an arabesque on stage, while another participant looks on.",People are dancing.,entailment
"Three ballerinas perform an arabesque on stage, while another participant looks on.",The ballerina's are practicing for a recital.,neutral
"Three ballerinas perform an arabesque on stage, while another participant looks on.","Three ballerinas are being signed up for war, while a fourth plans her escape.",contradiction
Several people hang out at a winery.,people hang out at winery,entailment
Several people hang out at a winery.,people laughing at winery,neutral
Several people hang out at a winery.,an empty winery,contradiction
a man sits on a bench listing to his iPod,A man is sitting listening to music,entailment
a man sits on a bench listing to his iPod,A man is sitting in a park listening to music,neutral
a man sits on a bench listing to his iPod,A woman is listening to a boom box,neutral
The bride and the groom are staring into each others eyes as the preacher reads them their wedding vows.,The bride and groom are looking at each other.,entailment
The bride and the groom are staring into each others eyes as the preacher reads them their wedding vows.,The bride and groom are happy.,entailment
The bride and the groom are staring into each others eyes as the preacher reads them their wedding vows.,The bride and groom are looking into the audience.,neutral
a dirty looking man standing in front of an overfilled red grocery chart,A man is standing outside.,neutral
a dirty looking man standing in front of an overfilled red grocery chart,A man is homeless.,neutral
a dirty looking man standing in front of an overfilled red grocery chart,The man is driving through his neighborhood.,contradiction
She runs across the shore as the photographer captures her agility.,Photographer shooting a running woman.,entailment
She runs across the shore as the photographer captures her agility.,Female athlete performing at a photo shoot.,neutral
She runs across the shore as the photographer captures her agility.,Two boys playing cards.,contradiction
A woman walking on a sidewalk with a metal piece of her bag creating a glare.,The woman is outside.,entailment
A woman walking on a sidewalk with a metal piece of her bag creating a glare.,The woman is walking to work.,neutral
A woman walking on a sidewalk with a metal piece of her bag creating a glare.,The woman is in the street.,neutral
A man wearing khaki pants and no shirt is shaving his face near a boxcar.,A person is grooming himself.,entailment
A man wearing khaki pants and no shirt is shaving his face near a boxcar.,A man is homeless.,neutral
A man wearing khaki pants and no shirt is shaving his face near a boxcar.,A man is taking a shower.,contradiction
A small child wearing a red jacket and blue pants is hanging onto the white cross bar of a blue metal swing set which is in the corner of the yard near the little white bench and the stacked firewood.,A small child wearing a red jacket is hanging onto a white cross bar.,entailment
A small child wearing a red jacket and blue pants is hanging onto the white cross bar of a blue metal swing set which is in the corner of the yard near the little white bench and the stacked firewood.,A small child wearing a red warm jacket and long blue pants is hanging onto a white crossbar.,entailment
A small child wearing a red jacket and blue pants is hanging onto the white cross bar of a blue metal swing set which is in the corner of the yard near the little white bench and the stacked firewood.,An old man wearing a red jacket is hanging onto a black crossbar.,neutral
A woman jumps up to avoid a leak from a fermentation tank.,A woman jumps to safety.,entailment
A woman jumps up to avoid a leak from a fermentation tank.,A woman jumped on a log to avoid a leak.,neutral
A woman jumps up to avoid a leak from a fermentation tank.,A woman runs towards a fermentation tank.,contradiction
A cheerleading competition and the black squad is making a pyramid.,The cheerleaders are competing.,entailment
A cheerleading competition and the black squad is making a pyramid.,The cheerleaders are all female.,neutral
A cheerleading competition and the black squad is making a pyramid.,The bowlers are winning,contradiction
A hiker discovers a feature in an otherwise barren landscape.,A hiker is on a barren landscape,entailment
A hiker discovers a feature in an otherwise barren landscape.,A hiker is exploring a new country,neutral
A hiker discovers a feature in an otherwise barren landscape.,A hiker is sleeping in a tree,contradiction
A young man is gaining power to hit a punching bag as his peers watch from behind him.,A man gets ready to hit a punching bag.,entailment
A young man is gaining power to hit a punching bag as his peers watch from behind him.,A man practices his boxing at the gym.,neutral
A young man is gaining power to hit a punching bag as his peers watch from behind him.,A woman puts on her cheerleading uniform.,contradiction
"A male wearing a strange helmet covering face and head is seated on the accordion case in a street apparently blocked off, perhaps for a block party, while onlookers walk behind and listeners are seated in front in lawn chairs.",a boy in a head covering is next to a blocked road that's near a crowd of people sitting on chairs,neutral
"A male wearing a strange helmet covering face and head is seated on the accordion case in a street apparently blocked off, perhaps for a block party, while onlookers walk behind and listeners are seated in front in lawn chairs.",a man is wearing a weird head wrap while standing next to a group of party-goers next to a blocked street,neutral
"A male wearing a strange helmet covering face and head is seated on the accordion case in a street apparently blocked off, perhaps for a block party, while onlookers walk behind and listeners are seated in front in lawn chairs.",a puppy barks at strange people,neutral
People are at an outdoor shopping bazaar walking and looking at merchandise.,People are outdoors and looking at various objects.,entailment
People are at an outdoor shopping bazaar walking and looking at merchandise.,People pick out objects to buy for themselves.,neutral
People are at an outdoor shopping bazaar walking and looking at merchandise.,People are walking through in indoor shopping mall.,contradiction
"After a great performance, these performers bow down in respect of the audience.",The performs bow as a sign of respect.,entailment
"After a great performance, these performers bow down in respect of the audience.",The performers are glad the show is over.,neutral
"After a great performance, these performers bow down in respect of the audience.",The performers of this show have never respected the audience.,contradiction
four men are looking at a motor on the back of a wooden boat.,A group of men were looking at the motor of the boat.,entailment
four men are looking at a motor on the back of a wooden boat.,A group of men were looking at the boat.,entailment
four men are looking at a motor on the back of a wooden boat.,The ladies were getting their hair done.,contradiction
A girl with freckles and metal earrings enjoys a cherry indoors.,The girl is wearing jewelry.,entailment
A girl with freckles and metal earrings enjoys a cherry indoors.,The girl is inside her own home.,neutral
