premise,hypothesis,label
The dust came off the desk.,I wiped the desk with a cloth.,entailment
The politician lost the election.,No one voted for him.,entailment
The teenager ran away from home.,He relied on his parents.,not_entailment
The gardener wanted his plants to flourish.,He planted a variety of seeds.,not_entailment
The woman spoke with a foreign accent.,She migrated from another country.,entailment
The girl applied the scissors to the paper.,The paper crinkled.,not_entailment
The woman's date wanted to look like a gentleman.,He asked her if she liked sushi.,not_entailment
The leader received praise.,He raised taxes.,not_entailment
The man closed the umbrella.,He got out of the car.,not_entailment
The group overlooked the woman's faux pas.,The woman apologized.,not_entailment
The truck crashed into the motorcycle on the bridge.,The motorcyclist died.,entailment
The cup of tea was scalding hot.,I poured it out.,not_entailment
The product was heavily advertised.,The product became outdated.,not_entailment
The ocean tide was dangerous.,The swimmers put on more sunscreen.,not_entailment
I got distracted from my conversation with the woman.,The woman was telling a funny story.,not_entailment
The chef pressed down on the dough.,The dough crumbled.,not_entailment
The book became a huge bestseller.,The author faded into obscurity.,not_entailment
The pond froze over for the winter.,People brought boats to the pond.,not_entailment
I avoided giving a straight answer to the question.,The question made me uncomfortable.,entailment
The woman's eyeglasses fogged up.,She reclined by the pool.,not_entailment
The bodybuilder lifted weights.,The gym closed.,not_entailment
I needed to get cash.,I went to the bank.,entailment
The man uncovered incriminating evidence against his enemy.,The man avoided his enemy.,not_entailment
The woman upgraded her computer hardware.,She installed new software on the computer.,entailment
Marine life diminished.,Oil spilled into the ocean.,entailment
The host served dinner to his guests.,His guests went hungry.,not_entailment
The man woke up with a toothache.,He missed an appointment with the dentist.,not_entailment
The girl found the missing puzzle piece.,She took apart the puzzle.,not_entailment
The man took a shower.,He was sweaty from working out.,entailment
The girl wanted to make her mother happy.,The girl ate the cookies her mother baked.,not_entailment
The woman's date wanted to look like a gentleman.,He opened the door for her.,entailment
The toddler started crying.,Her parents gave her a toy.,entailment
The truck crashed into the motorcycle on the bridge.,The bridge collapsed.,not_entailment
I tossed the ball upwards.,The ball hit the ceiling.,entailment
The car looked filthy.,The owner took it to the car wash.,entailment
The fortune teller's revelations were convincing.,Many customers asked for refunds.,not_entailment
My feet were blistered.,I went swimming.,not_entailment
The scientist conducted an experiment.,She validated her theory.,entailment
The girl was angry with her friend.,The girl told a secret to her friend.,not_entailment
I scratched my skin.,My itch went away.,entailment
The rider fell to the ground.,The bull chased the rider.,not_entailment
The woman deleted the email.,The sender requested a response from her.,not_entailment
The man got a discount on his groceries.,He used a coupon.,entailment
The gardener pulled the weeds.,The weeds produced seeds.,not_entailment
The man craved a cigarette.,He was addicted to nicotine.,entailment
The mother became eye level with her son.,She squatted down.,entailment
The soldiers were concealed in the brush.,They were armed with rifles.,not_entailment
The doctor x-rayed the patient's arm.,He discovered that the patient's arm was broken.,entailment
The city re-elected the mayor.,The city cut its budget.,not_entailment
The smoke alarm went off.,I lit a candle.,not_entailment
The investigators deemed the man's death a suicide.,He had children.,not_entailment
The cat purred.,I petted it.,entailment
The mother suspected that her son was lying.,He refused to talk to her.,not_entailment
The chair squeaked.,The man scooted the chair closer to his desk.,entailment
The woman's purse was missing.,It contained a lot of junk.,not_entailment
The stain came out of the shirt.,I bleached the shirt.,entailment
The baby pulled the mother's hair.,The baby burped.,not_entailment
The woman wrote a check to the gas company.,She preferred paying by cash.,not_entailment
I pushed the gas pedal.,The car accelerated.,entailment
The fussy baby calmed down.,The parents shook a rattle in front of the baby.,entailment
I was confused by the professor's lecture.,I paid attention to the professor.,not_entailment
I finished a page of the book.,I turned to the next page.,entailment
The teacher took roll.,She gave her students a pop quiz.,not_entailment
The woman spotted her friend from across the room.,The woman waved.,entailment
The man hated his new haircut.,He wore a hat.,entailment
It got dark outside.,The moon became visible in the sky.,entailment
The boy found the television show boring.,He shut it off.,entailment
The coach gave his player a high five.,The player scored a point.,entailment
The vandals threw a rock at the window.,The window cracked.,entailment
The police officer dropped the gun.,The gun recoiled.,not_entailment
The security guard tackled the man.,The man displayed a weapon.,entailment
The girl had a phobia of dogs.,She was bitten by a dog.,entailment
The friends' dinnertime conversation turned to politics.,The conversation quieted down.,not_entailment
I tipped the bottle.,The liquid in the bottle froze.,not_entailment
The woman felt compelled to help someone in need.,She donated blood.,entailment
The rain subsided.,I went for a walk.,entailment
The bar closed.,It was crowded.,not_entailment
We found empty seats in the theatre.,The film began.,not_entailment
The woman suffered amnesia.,She had an allergic reaction.,not_entailment
The man grieved.,His mother passed away.,entailment
I learned how to play the board game.,My friend got the rules wrong.,not_entailment
The customer thought the souvenir was overpriced.,He bargained with the vendor.,entailment
The clay hardened.,The potter rolled the clay into a ball.,not_entailment
The woman was wrongly convicted for the crime.,She was framed.,entailment
The child became immune to the disease.,He avoided exposure to the disease.,not_entailment
The woman was summoned for jury duty.,She cancelled her appointments.,entailment
The man looked at his watch.,He realized he forgot something.,not_entailment
The woman hummed to herself.,She was in a good mood.,entailment
The man slid the razor across his chin.,His stubble disappeared.,entailment
The cook stirred the ingredients in the bowl.,The ingredients blended together.,entailment
The boat capsized.,It was caught in a hurricane.,entailment
The soldiers were concealed in the brush.,They wore camouflage uniforms.,entailment
The doctors amputated the patient's leg.,It was badly bruised.,not_entailment
We found empty seats in the theatre.,We sat down.,entailment
The boy lost hold of the bar of soap.,The bar emitted a fragrance.,not_entailment
The man threw out the bread.,It was fresh.,not_entailment
My stomach hurt.,I ate birthday cake.,entailment
The man closed the book.,He finished reading it.,entailment
The gardener wanted his plants to flourish.,He put fertilizer in the soil.,entailment
The woman hired a lawyer.,She decided to sue her employer.,entailment
The button on my shirt fell off.,I glued the button back on.,not_entailment
My foot went numb.,I put my shoes on.,not_entailment
My flight got delayed.,I was held up at airport security.,not_entailment
The man was lost.,He drew a map.,not_entailment
The investigators deemed the man's death a suicide.,He left a note.,entailment
The woman betrayed her friend.,Her friend sent her a greeting card.,not_entailment
The football coach lost his voice after the game.,He yelled whenever a player fumbled the ball.,entailment
The man removed his coat.,He loosened his tie.,not_entailment
I approached the man.,He looked busy.,not_entailment
The boy climbed the tree.,A bird built a nest in the tree.,not_entailment
The terrorist set off the bomb.,The bomb exploded.,entailment
I moved to a new city.,I found a better-paying job.,entailment
The family took their dog to the veterinarian.,The dog chewed on a bone.,not_entailment
The bully stuck his foot out in front of his classmate.,The bully picked up his classmate.,not_entailment
The woman and her boyfriend got into a fight.,They planned a vacation together.,not_entailment
The host served dinner to his guests.,His guests were gracious.,entailment
I rubbed sandpaper on the wood.,The wood became smooth.,entailment
I needed to get cash.,I bought a wallet.,not_entailment
The boy felt homesick.,He bickered with his sister.,not_entailment
The woman deleted the email.,The sender tried to solicit money from her.,entailment
The mother became eye level with her son.,She held his hand.,not_entailment
The woman gave the man her phone number.,She was attracted to him.,entailment
The rider fell to the ground.,The bull bucked the rider.,entailment
The patient went into a coma.,He suffered emotional trauma.,not_entailment
The girl performed in a dance recital.,Her parents showed her how to dance.,not_entailment
The vehicles travelled slowly.,It was foggy.,entailment
I flipped the light switch up and down.,The light faded.,not_entailment
The car looked filthy.,He owner took it in for a paint job.,not_entailment
The man was bitten by mosquitoes.,He fell asleep on his couch.,not_entailment
The shopper wondered about the cost of the item.,He checked its price tag.,entailment
The executive decided not to hire the applicant.,The applicant had experience for the job.,not_entailment
The woman awakened.,She took sleeping pills.,not_entailment
The woman felt an electric shock.,She grabbed the doorknob.,entailment
The pharmaceutical company recalled the drug.,Users got refills on their prescriptions.,not_entailment
The girl shared her lunch with her friend.,Her friend forgot to bring his lunch.,entailment
The police officer pulled over the celebrity.,The celebrity sued the police officer.,not_entailment
The company lost money.,Some of its products were manufactured defectively.,entailment
Air pollution in the city worsened.,Factories shut down.,not_entailment
My daughter suffered an allergy attack.,I encouraged her to take deep breaths.,not_entailment
The computer crashed.,I backed up my files.,not_entailment
I jumped instinctively in fright.,I sensed someone approaching me from behind.,entailment
The boy found the television show boring.,He recorded it.,not_entailment
The woman pressed down on the piano key.,A sound played.,entailment
The balloon expanded.,I pricked it.,not_entailment
The boat capsized.,The captain raised the sail.,not_entailment
The police eliminated the woman from the list of suspects.,The police interrogated her.,not_entailment
I jumped instinctively in fright.,I heard people chuckling in the adjacent room.,not_entailment
The host of the trivia show called on the contestant for an answer.,The contestant rang the buzzer.,entailment
The woman exaggerated the details of the story.,She wanted attention.,entailment
I burst into a fit of laughter.,My teeth began to chatter.,not_entailment
The vase broke.,I glued it back together.,entailment
The student flaunted his test grade to his classmates.,He feigned interest in the class.,not_entailment
The gardener pulled the weeds.,The weeds came out of the soil.,entailment
The boy's hands were shaking.,He planned to ask the girl out.,entailment
My car was towed.,I parked illegally.,entailment
I held the door for the woman entering behind me.,The door slammed shut.,not_entailment
The family postponed the barbeque.,It was a holiday weekend.,not_entailment
The boy was afraid to go to bed.,He watched a horror movie.,entailment
The children knocked over a lamp.,They jumped on the bed.,not_entailment
I put my plate in the sink.,I skipped dinner.,not_entailment
The shirt shrunk.,I put it in the dryer.,entailment
The woman visited her family.,She distrusted them.,not_entailment
The father shut off the children's television.,It was bedtime for the children.,entailment
The man got a discount on his groceries.,He greeted the cashier.,not_entailment
The girl received a trophy.,She made a new friend.,not_entailment
The woman felt compelled to help someone in need.,She wrote a poem.,not_entailment
The bartender refused to serve the patron.,The patron was alone.,not_entailment
The woman got away with the crime.,She destroyed the evidence.,entailment
The screen on the laptop went black.,The laptop's battery died.,entailment
The fugitive hid from the police.,The fugitive remained at large.,entailment
The student's answer on the exam was incorrect.,The teacher added bonus points to the student's grade.,not_entailment
My flight got delayed.,Tornadoes were sighted in the area.,entailment
The glasses on the table spilled.,The child yanked the tablecloth.,entailment
The homeowners disliked their nosy neighbors.,They built a fence around their property.,entailment
The girl desired her parent's approval.,She obeyed her parent's rules.,entailment
The parents recognized their daughter's creativity.,They taught her how to ride a bike.,not_entailment
Air pollution in the city worsened.,Factories increased their production.,entailment
The woman's makeup smeared.,She brushed her hair.,not_entailment
The girl shared her lunch with her friend.,Her friend sat next to her at lunch.,not_entailment
The chair squeaked.,The man carried the chair to his office.,not_entailment
The boy filled the bucket with sand.,He was collecting seashells in the sand.,not_entailment
My knees buckled on the stairs.,I caught myself on the railing.,entailment
The pharmaceutical company recalled the drug.,Users reported dangerous side effects.,entailment
The city re-elected the mayor.,The mayor fulfilled his promises.,entailment
I lingered in bed upon awakening.,I was hungry.,not_entailment
The teacher caught the student chewing gum.,The student spit out the gum.,entailment
My stomach hurt.,I jogged on the treadmill.,not_entailment
I wanted to lighten the mood of the conversation.,I told a joke.,entailment
The driver pulled over to the side of the road.,He went through an intersection.,not_entailment
The man hated his new haircut.,He grew a beard.,not_entailment
The woman received a diploma.,She enrolled in college.,not_entailment
The woman's makeup smeared.,She wiped her eyes.,entailment
The woman felt ashamed of scar on her face.,She hid the scar with makeup.,entailment
The parents left their children with a babysitter.,They made plans to celebrate their anniversary.,entailment
The police aimed their weapons at the fugitive.,The fugitive dropped his gun.,entailment
The engine of the airplane was faulty.,The airplane crashed.,entailment
I clumsily bumped into the stranger.,I apologized to him.,entailment
Marine life diminished.,Boats sailed through the ocean.,not_entailment
The magnet attracted the paperclip.,The paperclip stuck to the magnet.,entailment
The driver rotated the steering wheel.,The car halted.,not_entailment
The girl politely declined the hamburger.,She liked fast food.,not_entailment
I packed up my belongings.,I was moving out of my apartment.,entailment
The photographer got the child to smile.,The photographer quickly snapped the child's photo.,entailment
The glasses on the table spilled.,The child drew on the table.,not_entailment
I drank from the water fountain.,I felt nauseous.,not_entailment
The photo albums collected dust in the attic.,The family reminisced over the photos.,not_entailment
The boy got a black eye.,The bully punched the boy.,entailment
The girl met her favorite actor.,She asked him for his autograph.,entailment
I ran the ice cube under warm water.,The ice cube stuck to my fingers.,not_entailment
The boy pushed his sister.,They played hide and seek.,not_entailment
The man removed his coat.,He entered the house.,entailment
The man felt thankful to be alive.,He was cured of cancer.,entailment
I lingered in bed upon awakening.,It was Saturday.,entailment
The vandals threw a rock at the window.,The window fogged up.,not_entailment
The crowd gave the band a standing ovation.,The band reappeared on the stage.,entailment
The woman shivered as she got out the pool.,She poured herself some lemonade.,not_entailment
The teacher caught the student chewing gum.,The gum stuck to the student's shoe.,not_entailment
The administrator cleared her throat.,The meeting was postponed.,not_entailment
The balloon expanded.,I blew into it.,entailment
The service at the restaurant was slow.,The restaurant was crowded.,entailment
The woman wanted to be a doctor.,She went to medical school.,entailment
The man urgently leaped out of bed.,He wanted to iron his pants before work.,not_entailment
The man wanted to get revenge on his enemy.,The man declared a truce with his enemy.,not_entailment
The woman won the lottery.,She bought a yacht.,entailment
The flashlight was dead.,I took it apart.,not_entailment
The host cancelled the party.,She worried she would catch the flu.,not_entailment
The cat purred.,It scratched me.,not_entailment
The waistband on my pants was loose.,I put on a belt.,entailment
The sun emerged from the clouds.,The woman took her sweater off.,entailment
My jaw dropped open.,I was shocked.,entailment
The security guard replayed the surveillance footage.,The surveillance camera was out of focus.,not_entailment
The audience booed the comedian off the stage.,He entertained the audience.,not_entailment
The woman shivered as she got out the pool.,She wrapped herself in a towel.,entailment
The farmland needed irrigation.,A flood occurred.,not_entailment
A man cut in front of me in the long line.,I smiled at him.,not_entailment
The driver got pulled over by the police.,He was parking.,not_entailment
I clenched the candy wrapper in my fist.,The wrapper ripped.,not_entailment
The fortune teller's revelations were convincing.,She received many returning customers.,entailment
The boy felt homesick.,He went away to camp.,entailment
I hung up the phone.,The caller said goodbye to me.,entailment
The grape juice fermented.,The juice evaporated.,not_entailment
The room was dim.,I washed the windows.,not_entailment
The man went into denial about the tragedy.,He refused to talk about it.,entailment
The parents forbade their children from watching the movie. ,The movie was rated R.,entailment
The cowgirl threw her lasso towards the horse.,The horse trotted into the barn.,not_entailment
The woman's eyeglasses fogged up.,She entered the sauna.,entailment
The vase broke.,I stenciled it.,not_entailment
The administrator cleared her throat.,The meeting commenced.,entailment
The man was bitten by mosquitoes.,He went camping in the woods.,entailment
The host cancelled the party.,She was certain she had the flu.,entailment
The girl felt dizzy.,She did stretches.,not_entailment
Our group's conversation gradually lulled to silence.,I became enraged.,not_entailment
The security guard tackled the man.,The man reached into his pocket.,not_entailment
The print on the brochure was tiny.,The man retrieved a pen from his pocket.,not_entailment
A fistfight broke out in the hall of the school.,The principal suspended the students involved.,entailment
I finished a page of the book.,I ripped out the next page.,not_entailment
The man threw his empty can onto the street.,He was jumped from behind.,not_entailment
The boy wanted to be muscular.,He lifted weights.,entailment
The woman had a religious awakening.,She began travelling abroad.,not_entailment
The woman felt lonely.,She adopted a cat.,entailment
The executive decided not to hire the applicant.,The applicant failed a background check.,entailment
The child disobeyed her parents.,Her parents punished her.,entailment
I dabbed the floor with a paper towel.,I spilled juice on the floor.,entailment
The man took notice of the woman.,He caught a whiff of her perfume.,entailment
The surfer caught the wave.,The wave carried her to the shore.,entailment
The girl went down the hill on her bike.,Her bike swerved.,not_entailment
The man's eye became infected.,He put on glasses.,not_entailment
Several witnesses of the crime testified against the suspect.,The suspect was acquitted.,not_entailment
The baby pulled the mother's hair.,The mother grimaced.,entailment
The man had lipstick on his cheek.,The woman kissed him.,entailment
The boy murmured his reply to his mother.,His mother told him to whisper.,not_entailment
The girl politely declined the hamburger.,She was a vegetarian.,entailment
The man fell unconscious.,The assailant struck the man in the head.,entailment
The product was heavily advertised.,Consumers recognized the product.,entailment
The women met for coffee.,The cafe reopened in a new location.,not_entailment
The skydiver glided safely to the ground.,She opened her parachute.,entailment
The waistband on my pants was loose.,I put on a hat.,not_entailment
The guests of the party hid behind the couch.,It was a surprise party.,entailment
The nurse prepared the needle for the patient's injection.,The patient tensed up.,entailment
The boy painted a picture for his mother.,His mother hung the picture on the wall.,entailment
The button on my shirt fell off.,I sewed the button back on.,entailment
I misplaced my wallet.,I retrieved my phone.,not_entailment
The school principal implemented a dress code.,Students were expelled from school.,not_entailment
The climbers reached the peak of the mountain.,They encountered an avalanche.,not_entailment
The man's clothes fit loosely.,He lost weight.,entailment
The hospital sent the patient home.,The patient's symptoms cleared up.,entailment
The window was opaque.,The blinds were open.,not_entailment
I received a package in the mail.,The package triggered my curiosity.,entailment
I pushed the pendulum.,It swung back and forth.,entailment
The man slid the razor across his chin.,His stubble grew.,not_entailment
The woman's ring slipped off in the shower.,The woman polished the ring.,not_entailment
The elderly woman suffered a stroke.,The woman's daughter moved in to take care of her.,entailment
The girl came across an unfamiliar word in her textbook.,She looked the term up in the dictionary.,entailment
The man needed coins to fill the parking meter.,He searched under his car seats for loose change.,entailment
I clenched the candy wrapper in my fist.,The wrapper crinkled.,entailment
The elderly woman suffered a stroke.,The woman's daughter came over to clean her house.,not_entailment
The girl pushed herself off the top of the slide.,She crawled up the slide.,not_entailment
The woman hit a midlife crisis.,She went sky diving.,entailment
The boy mimicked his older brother.,The boy wrestled with his older brother.,not_entailment
The woman's purse was missing.,She left it unsupervised.,entailment
The bar closed.,It was 3 AM.,entailment
The man held his breath.,He went underwater.,entailment
The boy's hands were shaking.,His palms were cold and sweaty.,not_entailment
The cowgirl threw her lasso towards the horse.,The lasso grabbed onto the horse.,entailment
