premise,hypothesis,label
A man is slicing a fish,A fish is being cut by a man,entailment
A person is frying some food,A person is cooking some food,entailment
A potato is being peeled by a person,A person is frying some food,neutral
A man is rowing a boat,A man is shooting with a weapon,neutral
A man is shooting with a bow,A man is rowing a boat,neutral
A man is shooting with a gun,A man is rowing a canoe,neutral
A man is shooting with a gun,A woman is rowing a boat,neutral
A woman is cutting a tomato,A woman is slicing a tomato,entailment
A man is cutting a tomato,A woman is cutting a tomato,neutral
A woman is cutting a tomato,A woman is dancing near a fireplace,neutral
There is no woman dancing near a fire,A woman is cutting a tomato,neutral
A woman is slicing a tomato,A woman is dancing near a fire,neutral
A man is cutting a tomato,A woman is dancing near a fire,neutral
A woman is cutting a tomato,A woman is dancing near a fire,neutral
A guitar is being played by a girl,A girl is playing a guitar,entailment
A girl is playing a guitar,A boy is playing a guitar,neutral
A guitar is being played by a man,A girl is playing a guitar,neutral
A girl is playing a guitar,A man is not playing a guitar,neutral
A man is diving off a cliff,There is no man diving off a cliff,contradiction
A man is riding a motorcycle,A motorcycle is being ridden by a man,entailment
A man is riding a motorcycle,A man is diving off a rock,neutral
A man is diving off a cliff,A man is riding a motorcycle,neutral
The man is playing the guitar,The man is playing the instrument,entailment
There is no man playing the guitar,The man is playing the guitar,contradiction
The man is playing the guitar,There is no man playing the guitar,contradiction
A woman is boiling noodles in water,Noodles are being boiled in water by a woman,entailment
A woman is boiling noodles in water,A man is boiling noodles in water,neutral
Someone is stirring noodles in the water,Someone is stirring food in the water,entailment
A woman is boiling noodles in water,Someone is stirring food in the water,entailment
Someone is stirring noodles in the water,Noodles are being boiled in water by a woman,neutral
A woman is boiling noodles in water,Someone is stirring noodles in the water,neutral
The women are singing and dancing,The persons are singing and dancing,entailment
The women are not singing and dancing,The women are singing and dancing,contradiction
Two women are dancing and singing in front of many people,The women are singing and dancing,entailment
Two men are dancing and singing in front of a crowd,The women are singing and dancing,neutral
The women are not singing and dancing,Two women are dancing and singing in front of a crowd,neutral
An animal is biting a person's finger,An animal is biting someone's finger,entailment
A lemur is licking a person's finger,An animal is biting someone's finger,neutral
A man is skateboarding on a half pipe,A girl is skateboarding on a half pipe,neutral
A skateboarder is doing acrobatics on a half pipe,A man is skateboarding on a half pipe,entailment
A man is skateboarding on a half pipe,A skateboarder is falling off a half pipe,neutral
A girl is skateboarding on a half pipe,A skateboarder is doing tricks on a half pipe,neutral
A skateboarder is doing tricks on a half pipe,A man is skateboarding on a half pipe,entailment
A big dog is running on the ground,A dog is running on the ground,entailment
A girl is tapping her fingernails,A boy is tapping his fingernails,neutral
A dog is sitting on the ground,A girl is tapping her fingernails,neutral
A dog is running on the ground,A girl is tapping her fingernails,neutral
A man and a woman are driving down the street in a jeep,Two persons are driving down the street in a jeep,entailment
A man and a woman are driving down the street in a jeep,A man and a woman are not driving down the street in a jeep,contradiction
A man and a woman are driving down the road in an open-air vehicle,Two persons are driving down the street in a jeep,neutral
A man and a woman are not driving down the street in a jeep,A man and a woman are driving down the road in an open-air vehicle,neutral
A man and a woman are driving down the street in a jeep,A man and a woman are driving down the road in a car,entailment
Ingredients are being poured into a bowl by a woman,A woman is pouring ingredients into a bowl,entailment
There is no woman pouring ingredients into a bowl,A woman is pouring ingredients into a bowl,contradiction
The chef is seasoning the oil,The woman is seasoning the oil,neutral
Ingredients are being poured into a bowl by a woman,The woman is seasoning the oil,neutral
A person is riding a horse,Potatoes are being sliced by a woman,neutral
A person is riding a horse,There is no woman slicing potatoes,neutral
A woman is slicing potatoes,A person is riding a horse,neutral
The man is training,The man is doing exercises,neutral
Two men are hugging,The man is doing exercises,neutral
Two men are fighting,The man is doing exercises,neutral
A man is putting vegetables into a pot,Someone is adding ingredients to a pot,entailment
Nobody is pouring ingredients into a pot,A man is putting vegetables into a pot,contradiction
The man is standing on a rocky mountain and gray clouds are in the background,"The man is standing on a mountain, which is rocky, and gray clouds are in the background",entailment
"A person with a back pack, who is topless, is in front of a pile of rocks and clouds are in the background",A topless person with a back pack is in front of a pile of rocks and clouds are in the background,entailment
A topless person with a back pack is in front of a pile of rocks and clouds are in the background,A fully dressed person is behind a pile of rocks and a clear sky is in the background,neutral
The man is standing on a rocky mountain and gray clouds are in the background,A fully dressed person is behind a pile of rocks and a clear sky is in the background,neutral
The man is standing on a rocky mountain and gray clouds are in the background,A black topless person is packing a pile of rocks and a front of clouds are in the background,neutral
The dog is catching a ball,A dog is catching a ball,entailment
A dog is catching a ball,A dog is furiously chasing a ball through dirt,neutral
A dog is chasing a ball through dirt,A dog is catching a ball,entailment
"A child, who has blond hair, is holding a yellow bottle",A blond child is holding a yellow bottle,entailment
A blond child is holding a yellow bottle,There is no blond child holding a yellow bottle,contradiction
"A child, who has blond hair, is holding a yellow bottle",A boy in a blue shirt has dirt on his face,neutral
A boy in a blue dyed shirt has dirt on his face,A blond child is holding a yellow bottle,neutral
A blond child is holding a yellow bottle,A boy has a blue face and dirt on the shirt,neutral
The man in a hat suited for cowboys is walking through a market and is putting a hand in his pocket,The man in a cowboy hat is walking through a market and is putting a hand in his pocket,entailment
The man in a cowboy hat is walking through a market and is putting a hand in his pocket,The man in a cowboy hat is not walking through a market and is not putting a hand in his pocket,contradiction
The man in a hat suited for cowboys is walking through a market and is putting a hand in his pocket,A man in a hat is walking through a store,entailment
A man in a hat is walking through a store,The man in a cowboy hat is not walking through a market and is not putting a hand in his pocket,neutral
A man in a hat is pacing through a store,The man in a cowboy hat is walking through a market and is putting a hand in his pocket,neutral
A man in a hat is walking through a store,The man in a cowboy hat is walking through a market and is putting a hand in his pocket,neutral
A large white crane is flying near the water,"A crane, which is large and white, is flying near the water",entailment
A white bird is swiftly taking off from the water,A white bird is landing swiftly in the water,neutral
The land near a white bird is being watered swiftly,A white bird is landing swiftly in the water,neutral
The white bird is landing swiftly in the water,A large white crane is flying near the water,neutral
A large white crane is flying near the water,A white bird is swiftly taking off from the water,neutral
The land near a white bird is being watered swiftly,A large white crane is flying near the water,neutral
A white bird is landing swiftly in the water,"A crane, which is large and white, is flying near the water",neutral
A large white crane is flying far above the water,A white bird is landing swiftly in the water,neutral
A dog with golden fur is in the water,A dog with a golden coat is in the water,entailment
A dog with golden fur is in the water,A brown dog is calmly standing in the water,neutral
The girl is carrying a sign and a group of people is following her,The girl is carrying a sign and is being followed by a group of people,entailment
The girl is carrying a sign and a group of people is following her,The girl is not carrying a sign and no group of people is following her,contradiction
One man in a big city is holding up a sign and begging for money,A man in a big city is holding a sign and begging for money,entailment
A man in a big city is holding a sign and begging for money,A man in a small city is doing charity work,neutral
A homeless man is holding up a sign and is begging for money,A homeless man is holding up a sign and is pitifully begging for money,entailment
A man in a big city is holding a sign and begging for money,A homeless man is putting down a sign and refusing some charity,neutral
A homeless man is holding up a sign and is begging for money,A man in a small city is doing charity work,neutral
A dog is chasing the tail of an animal in the grass,The tail of an animal is being chasing by a dog in the grass,entailment
A dog is walking away from the tail of an animal in the grass,A dog is chasing the tail of an animal in the grass,neutral
A small dog is chasing a large brown cow,The tail of an animal is being chasing by a dog in the grass,neutral
A small dog is chasing a large brown cow,A dog is walking away from the tail of an animal in the grass,neutral
There is no small dog chasing a large brown cow,A dog is chasing the tail of an animal in the grass,neutral
The small child is wading through the water and is being guided by another person,The small child is not wading through the water and is not being guided by another person,contradiction
A young child is splashing in the water,There is no young child splashing in the water,contradiction
A young child is watering a plant with splashes,A young child is splashing in the water,neutral
The small child is wading through the water and is being guided by another person,A young child is watering a plant with splashes,neutral
The small child is wading through the water and is being guided by another person,A young child is splashing in the water,neutral
A woman is looking curiously at a man,A man is being curiously looked at by a woman,entailment
A woman is looking curiously at a man,A man and a woman are outside and are wearing light colored shirts,neutral
A man is being curiously looked at by a woman,"A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",neutral
A woman is ignoring a man,"A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",neutral
A woman is looking curiously at a man,"A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",neutral
The little dog is grabbing the bedroom slipper with its mouth funnily,The little dog is grabbing the bedroom slipper with its mouth,entailment
A brown dog is looking closely at a brown and white dog,A brown dog is staring attentively at a brown and white dog,entailment
A brown dog is staring attentively at a brown and white dog,The little dog is grabbing the bedroom slipper with its mouth funnily,neutral
A brown dog is staring attentively at a brown and white dog,The little dog is dropping the bedroom slipper from its mouth,neutral
A person in a blue jacket is jumping off of a tall cement wall,A person in a blue colored jacket is jumping off of a tall cement wall,entailment
A person in a blue colored jacket is jumping off of a tall cement wall,The man is performing a large jump,neutral
A person in a blue jacket is jumping off of a tall cement wall,The man is not performing a large jump,neutral
A woman in jeans is sitting on the saddle of a horse,A woman in jeans is standing near a horse with a saddle,neutral
A person wearing jeans is sitting on top of a horse saddle,There is no person wearing jeans sitting on top of a horse saddle,contradiction
The woman in jeans is sitting on the saddle of a horse,A person wearing jeans is sitting on top of a horse saddle,entailment
A woman in jeans is sitting on the saddle of a horse,A person wearing jeans is sitting on top of a horse saddle,entailment
The brown dog and the red dog are frolicking on the beach,A brown dog and a red dog are frolicking on the beach,entailment
A brown dog and a red dog are sitting sadly on the beach,A brown dog and a red dog are frolicking on the beach,neutral
The brown dogs are playfully fighting on the sandy beach,The brown dogs are playfully fighting on the sandy shore,entailment
The brown dogs are playfully fighting on the sandy beach,The brown dogs are not playfully fighting on the sandy beach,contradiction
The brown dogs are not playfully fighting on the sandy beach,A brown dog and a red dog are frolicking on the beach,neutral
The man is standing steadily next to a birdcage,The man is standing next to a bird cage,entailment
The man is sitting next to a birdcage,The man is standing next to a bird cage,neutral
There is no man standing beside a large and colorful birdcage,A man is standing beside a large and colorful birdcage,contradiction
A man is standing beside a birdcage which is large and colorful,The man is standing next to a bird cage,entailment
The man is standing steadily next to a birdcage,A man is standing beside a large and colorful birdcage,neutral
A man is standing beside a large and colorful birdcage,The man is sitting next to a birdcage,neutral
One brown and black dog is running through the leaves,A brown and black dog is running through the leaves,entailment
A brown and black dog is running through the leaves,A dog and a black man are running through brown leaves,neutral
A dog in a colored coat is running swiftly across the yard,A dog in a colored coat is running across the yard,entailment
There is no dog in a colored coat running across the yard,A dog in a colored coat is running across the yard,contradiction
A dog in a colored coat is running across the yard,A dog in the yard is running across colored coats,neutral
A brown and black dog is running through the leaves,There is no dog in a colored coat running across the yard,neutral
A dog in the yard is running across colored coats,A brown and black dog is running through the leaves,neutral
A dog in a colored coat is running across the yard,A dog and a black man are running through brown leaves,neutral
A black and white dog is holding a baseball in its mouth,A black and white dog is dropping a baseball from its mouth,neutral
"A dog, which has a brown and white coat, is holding a baseball in its mouth",A black and white dog is holding a baseball in its mouth,neutral
A black and white dog is holding a baseball in its mouth,A brown and white dog is holding a baseball in its mouth,neutral
A boy wearing red shorts is jumping into a paddling pool,A kid wearing red shorts is jumping into a paddling pool,entailment
"A boy, who looks young and is wearing a red swimsuit, is jumping into a blue kiddies pool",A boy wearing red shorts is jumping into a paddling pool,neutral
A boy wearing red shorts is jumping into a paddling pool,A young boy wearing a red swimsuit is jumping out of a blue kiddies pool,neutral
A group of dogs are resting without muzzles,A group of dogs are racing and have muzzles on their noses,neutral
A group of racing dogs is wearing striped uniforms and is running down a track,A group of dogs bred for racing is wearing striped uniforms and is running down a track,entailment
A group of racing dogs is wearing striped uniforms and is running down a track,There is no group of racing dogs wearing striped uniforms and running down a track,contradiction
A group of dogs are racing and have muzzles on their noses,A group of dogs bred for racing is wearing striped uniforms and is running down a track,neutral
Two people are walking near the water,Two people are wading through the water,neutral
Two people are standing in the ocean and watching the sunset,Two people are standing in the ocean and looking at the sunset,entailment
Two people are standing in the ocean and looking at the sunset,Two people are wading through the water,entailment
Two people are walking near the water,Two people are standing in the ocean and watching the sunset,neutral
A race car driver is standing up and is fiercely pointing his hand at the sky,A race car driver is standing up and pointing his hand at the sky,entailment
The person in the blue jacket is wearing a colorful helmet,A person in a blue jacket is wearing a colorful helmet,entailment
The person in the blue jacket is putting down a colorful helmet,The person in the blue jacket is wearing a colorful helmet,neutral
A race car driver is standing up and pointing his hand at the sky,The person in the blue jacket is putting down a colorful helmet,neutral
The person in the blue jacket is wearing a colorful helmet,A race car driver is sitting down and is motionless,neutral
A race car driver is standing up and pointing his hand at the sky,The person in the blue jacket is wearing a colorful helmet,neutral
A boy and a girl in swimsuits are wearing arm floats,A boy and a girl in swimsuits are wearing floats for their arms,entailment
The boy and the girl are playing and wearing arm floats,The boy and the girl are not playing and wearing arm floats,contradiction
A boy and a girl in swimsuits are wearing arm floats,The boy and the girl are playing and wearing arm floats,neutral
A woman in a yellow dyed shirt is surfing on a pink surfboard,A woman in a yellow shirt is surfing on a pink surfboard,entailment
A woman in a yellow shirt is surfing on a pink surfboard,There is no woman in a yellow shirt surfing on a pink surfboard,contradiction
A surfer is falling off the wave,A surfer is riding the wave,contradiction
A surfer is riding the wave,A rider is waving at a surfer,neutral
The wave is being ridden by a surfer,A woman in a yellow shirt is surfing on a pink surfboard,neutral
A rider is waving at a surfer,A woman in a yellow shirt is surfing on a pink surfboard,neutral
A woman in a yellow dyed shirt is surfing on a pink surfboard,A surfer is riding the wave,entailment
A surfer is riding the wave,There is no woman in a yellow shirt surfing on a pink surfboard,neutral
Four people are sitting on a low cement ledge,Some people are sitting on a low cement ledge,entailment
The group of people is sitting on a ledge which is rocky and a scenic view is behind them,The group of people is sitting on a rocky ledge and a scenic view is behind them,entailment
The group of people is sitting on a rocky ledge and a scenic view is behind them,The group of people is not sitting on a rocky ledge with a scenic view behind them,contradiction
The group of people is sitting on a ledge which is rocky and a scenic view is behind them,Four people are sitting on a low cement ledge,neutral
The group of people is not sitting on a rocky ledge with a scenic view behind them,Four people are sitting on a low cement ledge,neutral
The group of people is sitting on a rocky ledge and a scenic view is behind them,Four people are sitting on a low cement ledge,neutral
Two girls are laughing and other girls are watching them,There is no girl laughing and there is no other girl watching,contradiction
A group of Asian girls are standing together,The group of Asian girls are standing together,entailment
A group of Asian girls are standing by themselves,A group of Asian girls are standing together,entailment
A group of Asian girls are standing by themselves,Two girls are laughing and other girls are watching them,neutral
A group of Asian girls are standing together,Two girls are laughing breathlessly and other girls are watching them,neutral
There is no girl laughing and there is no other girl watching,A group of Asian girls are standing together,neutral
A group of Asian girls are standing together,Two girls are laughing and other girls are watching them,neutral
A bicyclist is holding a bike over his head in a group of people,A lone bicyclist is putting down a bike,contradiction
A cold cyclist is celebrating,There is no cold cyclist celebrating,contradiction
Something is being celebrated by a cold cyclist,A bicyclist is holding a bike over his head in a group of people,neutral
A cold cyclist is celebrating,A bike is being held over his head by a bicyclist in a group of people,neutral
A lone bicyclist is putting down a bike,A cold cyclist is celebrating,neutral
A cold cyclist is celebrating,A bicyclist is holding a bike over his head in a group of people,neutral
A man is sitting peacefully on a boat in front of the sunset near a flag,"A man is sitting on a boat in font of the sunset, near a flag",entailment
A man is on a ship in front of the sunset,A man is on a boat in front of the sunset,entailment
There is no man on a boat in front of the sunset,A man is on a boat in front of the sunset,contradiction
A man is sitting peacefully on a boat in front of the sunset near a flag,A man is on a boat in front of the sunset,entailment
The crowd is not watching two racing cars that are leaving the starting line,The crowd is watching two racing cars that are leaving the starting line,contradiction
The crowd is watching two cars designed for racing that are leaving the starting line,People at a drag race are looking at the flames that are coming out of the cars,neutral
A big dog and a small white dog are playing together,A big dog and a small dog with a white coat are playing together,entailment
A big dog and a small white dog are walking past each other,A big dog and a small white dog are playing together,neutral
Two dogs are playing together on the grass,A big dog and a small dog with a white coat are playing together,neutral
Two dogs are cheerfully playing together on the grass,A big dog and a small white dog are playing together,neutral
"A dog, which is brown, is jumping in the air",A brown dog is jumping in the air,entailment
A malnourished looking dog is standing on its hind legs and preparing to jump,The malnourished looking dog is standing on its hind legs and is preparing to jump,entailment
A healthy looking dog is lying on the ground,A malnourished looking dog is standing on its hind legs and preparing to jump,neutral
The malnourished looking dog is standing on its hind legs and is preparing to jump,A brown dog is jumping in the air,neutral
A brown dog is sitting down,A malnourished looking dog is standing on its hind legs and preparing to jump,neutral
The cop is sitting on a police bike,The cop is sitting on a police bicycle,entailment
The cop is not sitting on a police bike,The cop is sitting on a police bike,contradiction
A policeman is sitting tiredly on a motorcycle,A policeman is sitting on a motorcycle,entailment
A policeman is sitting tiredly on a motorcycle,The cop is sitting on a police bike,entailment
A policeman is sitting on a motorcycle,The cop is sitting on a police bike,entailment
Two women are wearing bikinis on the sandy beach,Two women are wearing bikinis on the beach which is sandy,entailment
Two women are wearing bikinis on the sandy beach,Two women are wearing bikinis and walking on the sand,neutral
Two women are wearing bikinis and are walking on the sand,There are no women wearing bikinis on the sandy beach,contradiction
Two women are wearing bikinis and are walking on the sand,Two women are wearing bikinis on the sandy beach,entailment
A dog with a golden coat is swimming clumsily through the water,A dog is swimming in a lake and the sun is shining on him,neutral
A black dog is sitting in the grass and keeping its mouth closed,A black dog is running in the grass and its tongue is hanging out,contradiction
A black dog is hanging out in the grass and running with its tongue out,A black dog is running in the grass,entailment
"The cheerleaders are parading and wearing uniforms which are black, pink and white","The cheerleaders are parading and wearing black, pink and white uniforms",entailment
A large group of cheerleaders is walking in a parade,Many cheerleaders are walking in a parade,entailment
A large group of cheerleaders is walking in a parade,There is no large group of cheerleaders walking in a parade,contradiction
Many cheerleaders are walking in a parade,"The cheerleaders are parading and wearing black, pink and white uniforms",neutral
There is no large group of cheerleaders walking in a parade,"The cheerleaders are parading and wearing black, pink and white uniforms",neutral
A large group of cheerleaders is walking in a parade,"The cheerleaders are not parading and are not wearing black, pink and white uniforms",neutral
The man is sitting outside under a purple umbrella,The man is sitting outdoors under a purple umbrella,entailment
A shoeless woman is sitting on a blanket under a lavender umbrella,"A woman, who is shoeless, is sitting on a blanket under a lavender umbrella",entailment
A shoeless woman is sitting on a blanket under a lavender umbrella,A shoeless woman is standing over a blanket near a lavender umbrella,neutral
"A woman, who is shoeless, is sitting on a blanket under a lavender umbrella",The man is sitting outside under a purple umbrella,neutral
A shoeless woman is standing over a blanket near a lavender umbrella,The man is sitting outside under a purple umbrella,neutral
A shoeless woman is sitting on a blanket under a lavender umbrella,The man is sitting outside under a purple umbrella,neutral
The woman is playing with two young boys at a park,A woman is playing with two young boys at a park,entailment
A woman is playing with two young boys at a park,There is no woman playing with two young boys at a park,contradiction
A lady is standing near three children,A woman is standing near three children,entailment
A woman is standing near three children,There is no woman standing near three children,contradiction
A woman is playing with two young boys at a park,A lady is standing near three children,neutral
There is no woman standing near three children,A woman is playing with two young boys at a park,neutral
A woman is standing near three children,There is no woman playing with two young boys at a park,neutral
A yellow dog is stopping on white snow on a sunny day,A yellow dog is running on white snow on a sunny day,contradiction
A tan dog is running through the snow,"A dog, which is tan, is running through the snow",entailment
A tan dog is resting in the snow,A tan dog is running through the snow,neutral
A yellow dog is running on white snow on a sunny day,"A dog, which is tan, is running through the snow",entailment
A yellow dog is running on white snow on a very sunny day,A tan dog is running through the snow,neutral
A girl is wearing jeans and a pink shirt and is running,A girl is running with a pink shirt and is not wearing jeans,neutral
The little girl in a pink shirt is running under a tree in the desert,A little girl in a pink shirt is running under a tree in the desert,entailment
The little girl in a pink shirt is running under a tree in the desert,A girl is running with a pink shirt and is not wearing jeans,neutral
A girl is wearing jeans and a pink shirt and is running,The little girl in a pink shirt is running under a tree in the desert,neutral
The white dog wearing reindeer ears is close to a brown dog,The white dog wearing reindeer ears is near a brown dog,entailment
The white dog wearing reindeer ears is near a brown dog,The white dog is not wearing reindeer ears and isn't near a brown dog,contradiction
The white reindeer wearing dog ears is near a brown reindeer,The white dog wearing reindeer ears is near a brown dog,neutral
A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass,A white dog is wearing a Christmas reindeer headband and is playing with a dog with a brown coat in the grass,entailment
The white dog wearing reindeer ears is close to a brown dog,A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass,neutral
A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass,The white dog wearing reindeer ears is near a brown dog,entailment
"A child, who is young, is riding a bike on a rough dirt path",A young child is riding a bike on a rough dirt path,entailment
A young child is walking with a bike on a rough dirt path,A young child is riding a bike on a rough dirt path,neutral
The young boy is riding a dirt bike through the mud,A young boy is riding a dirt bike through the mud,entailment
A young boy is riding a dirt bike through the mud,There is no young boy riding a dirt bike through the mud,contradiction
A young child is riding a bike on a rough dirt path,The young boy is riding a dirt bike through the mud,neutral
A young child is walking with a bike on a rough dirt path,A young boy is riding a dirt bike through the mud,neutral
The woman in a red costume is leaning against a wall made of bricks and playing an instrument,The woman in a red costume is leaning against a brick wall and playing an instrument,entailment
The woman in a red costume is leaning against a wall made of bricks and playing an instrument,A woman in a red dress is playing an instrument,entailment
The woman in a red costume is not leaning against a brick wall and is not playing an instrument,A woman in a red dress is playing an instrument,neutral
A woman in a red dress is putting away an instrument,The woman in a red costume is leaning against a brick wall and playing an instrument,neutral
A woman in a red dress is playing an instrument,The woman in a red costume is leaning against a brick wall and playing an instrument,neutral
A young child is wearing a white coat and playing a game,"A child, who is young, is wearing a white coat and playing a game",entailment
A young gamer is playing with a child wearing a white coat,A young child is wearing a white coat and playing a game,neutral
The child is playing with toys outdoors,There is no young child wearing a white coat and playing a game,contradiction
The child is delightedly playing with toys outdoors,A young child is wearing a white coat and playing a game,neutral
A young child is wearing a white coat and playing a game,The child is playing with toys indoors,neutral
The man is wearing a wetsuit and is riding a surfboard,The person is wearing a wetsuit and is riding a surfboard,entailment
A surfer is leaning on a surfboard,The surfer is leaning on a surfboard,entailment
There is no surfer leaning on a surfboard,The man is wearing a wetsuit and is riding a surfboard,neutral
A surfer is leaning the surfboard against a wall,The man is wearing a wetsuit and is riding a surfboard,neutral
The man is wearing a wetsuit and is riding a surfboard,A surfer is leaning on a surfboard,neutral
A waterfall is flowing calmly into a shallow pool,A waterfall is flowing into a shallow pool,entailment
A waterfall is flowing out of a shallow pool,A waterfall is flowing into a shallow pool,neutral
A waterfall is flowing into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful",neutral
The people are walking on the road beside a beautiful waterfall,A waterfall is flowing calmly into a shallow pool,neutral
A dog is herding a group of white sheep on a dusty farm,A dog is herding a pack of white sheep on a dusty farm,entailment
A sheepdog is grouping a herd of sheep,The sheepdog is grouping a herd of sheep,entailment
A sheepdog is grouping a herd of sheep,A dog is scattering a pack of white sheep on a dusty farm,neutral
"The male, who is dark skinned, is standing on one hand in front of a yellow building",The dark skinned male is standing on one hand in front of a yellow building,entailment
The dark skinned male is standing on one hand in front of a yellow building,The dark skinned male is not standing on one hand in front of a yellow building,contradiction
A black man is skillfully break dancing on the pavement,A black man is break dancing on the pavement,entailment
"The male, who is dark skinned, is standing on one hand in front of a yellow building",A black man is break dancing on the pavement,neutral
The dark skinned male is not standing on one hand in front of a yellow building,A black man is break dancing on the pavement,neutral
"A person who rides bikes, in a black and red uniform, is standing on a dirt bike",A bike rider in a black and red uniform is standing on a dirt bike,entailment
A bike rider in a black and red uniform is standing on a dirt bike,A black bike rider in a red bike uniform is standing in the dirt,neutral
A person is riding a bike,"A person who rides bikes, in a black and red uniform, is standing on a dirt bike",neutral
A bike rider in a black and red uniform is jumping down off a dirt bike,A person is riding a bike,neutral
A bike is being ridden by a person,A bike rider in a black and red uniform is standing on a dirt bike,neutral
There is no person riding a bike,A bike rider in a black and red uniform is standing on a dirt bike,neutral
A man in a purple suit is standing by a purple case and is playing a guitar,A man in a purple colored suit is standing by a purple case and is playing a guitar,entailment
The man is playing the guitar and has the guitar case open for donations,The man is putting away the guitar in the guitar case,contradiction
A man in a purple suit is standing by a purple case and is playing a guitar,The man is putting away the guitar in the guitar case,neutral
A man in a purple colored suit is standing by a purple case and is playing a guitar,The man is playing the guitar and has the guitar case open for donations,neutral
A couple is sitting on a patio and looking at the ocean,Some adults are sitting in the chairs and are watching the ocean,neutral
Nobody is sitting in the chairs and watching the ocean,A couple is sitting on a patio and looking at the ocean,neutral
A small boy in a yellow shirt is laughing on the beach,There is no small boy in a yellow shirt laughing on the beach,contradiction
The little boy is wearing a yellow tank top and is laughing,A little boy is wearing a yellow tank top and is laughing,entailment
A small boy in a yellow shirt is laughing on the beach,A little boy is topless and is serious,neutral
"A small boy in a shirt, which is yellow, is laughing on the beach",A little boy is wearing a yellow tank top and is laughing,entailment
The orange rescue boat is not rushing across the water,The orange rescue boat is rushing across the water,contradiction
Two men are riding an orange raft on the shore,Two men are getting off of an orange raft on the shore,neutral
Two men are getting off of an orange raft on the shore,The orange rescue boat is rushing across the water,neutral
Two men are riding an orange raft on the shore,The orange rescue boat is rushing across the water,neutral
A dog with really long hair and a red vest is running in the grass,A dog with long hair and a red vest is running in the grass,entailment
A dog with long hair and a red vest is sitting in the grass,A dog with long hair and a red vest is running in the grass,neutral
The dog in the dyed red vest is running in the field,The dog in the red vest is running in the field,entailment
The dog in the red vest is not running in the field,The dog in the red vest is running in the field,contradiction
A person is standing in a vast field of glacial ice,One person is standing in a vast field of glacial ice,entailment
A person is standing in a vast field of glacial ice,There is no person standing in a vast field of glacial ice,contradiction
The person is not standing on white ice,The person is standing on white ice,contradiction
A woman is swiftly snowboarding down an incline and another woman is standing behind her,A woman is snowboarding down an incline and another woman is standing behind her,entailment
A woman is snowboarding down an incline and another woman is standing behind her,There is no woman snowboarding down an incline and there is no other woman standing behind her,contradiction
A blond boy is sliding down a sand dune on a skateboard,There is no woman snowboarding down an incline and there is no other woman standing behind her,neutral
The man is taking a picture of himself and another guy,A picture of himself and another guy is being taken by the man,entailment
The man is not taking a picture of himself and another guy,The man is taking a picture of himself and another guy,contradiction
A man is holding up an electronic device,A person is holding up an electronic device,entailment
An electronic man is held as a device,A man is holding up an electronic device,neutral
The man is taking a picture of himself and another guy,A person is holding up an electronic device,entailment
A little black dog is chasing a little brown dog,"A dog, which is little and black, is chasing a little brown dog",entailment
The brown dog and the black dog are in the grass,A brown dog and a black dog are in the grass,entailment
The brown dog and the black dog are in the grass,A little black dog is chasing a little brown dog,neutral
A brown dog and a black dog are far from the grass,A little black dog is chasing a little brown dog,neutral
There is no little black dog chasing a little brown dog,A brown dog and a black dog are in the grass,neutral
A little black dog is chasing a little brown dog,A brown dog and a black dog are in the grass,neutral
A girl is surrounding brown dressed children who are closing the eyes,A girl in a brown dress is being surrounded by children and is closing her eyes,neutral
A girl in a brown dress is being surrounded by children and is closing her eyes,The sun is not shining on the face of the girl who is in a yellow dress,neutral
Women are not wearing bunny ears and race numbers and are not pointing at something in the distance,Women are wearing bunny ears and race numbers and are pointing at something in the distance,contradiction
Several women are wearing pink bunny ears and are pointing to the right,Several women are taking off pink bunny ears and are pointing to the left,neutral
Women are wearing bunny ears and race numbers and are pointing at something in the distance,A group of women are wearing pink bunny ears and are pointing to the right,neutral
Several women are taking off pink bunny ears and are pointing to the left,Women are wearing bunny ears and race numbers and are pointing at something in the distance,neutral
Several women are wearing pink bunny ears and are pointing to the right,Women are not wearing bunny ears and race numbers and are not pointing at something in the distance,contradiction
Women are wearing bunny ears and race numbers and are pointing at something in the distance,Several women are wearing pink bunny ears and are pointing to the right,neutral
The ice hockey goalkeeper is wearing a yellow jersey and is defending the goal,The ice hockey goalkeeper is not wearing a yellow jersey and is not defending the goal,contradiction
The goal is being guarded by a hockey player in a yellow jersey,The ice hockey goalkeeper is wearing a yellow jersey and is defending the goal,entailment
"A child, who looks young, is standing in front of some trees",A young child is standing in front of some trees,entailment
The small boy is standing in the forest,A small boy is standing in the forest,entailment
A small boy is standing in the forest,A small boy is sitting in the forest,neutral
The small boy is standing in the forest,A young child is standing in front of some trees,entailment
"A child, who looks young, is standing in front of some trees",A small boy is standing in the forest,neutral
A small boy is standing in the forest,A young child is standing in front of some trees,neutral
Two people are looking at a statue made of gold,Two people are looking at a gold statue,entailment
